"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2022/04/03","12:00","0.65","-","1.1"
"2022/04/03","12:06","0.704","-","1.1"
"2022/04/03","12:12","0.758","-","1.16"
"2022/04/03","12:18","0.811","-","1.25"
"2022/04/03","12:24","0.865","-","1.33"
"2022/04/03","12:30","0.918","-","1.33"
"2022/04/03","12:36","0.971","-","1.47"
"2022/04/03","12:42","1.023","-","1.55"
"2022/04/03","12:48","1.075","-","1.53"
"2022/04/03","12:54","1.126","-","1.7"
"2022/04/03","13:00","1.177","-","1.79"
"2022/04/03","13:06","1.227","-","1.69"
"2022/04/03","13:12","1.275","-","1.84"
"2022/04/03","13:18","1.323","-","1.93"
"2022/04/03","13:24","1.37","-","1.92"
"2022/04/03","13:30","1.416","-","1.95"
"2022/04/03","13:36","1.46","-","2.02"
"2022/04/03","13:42","1.503","-","2.06"
"2022/04/03","13:48","1.544","-","2.1"
"2022/04/03","13:54","1.584","-","2.13"
"2022/04/03","14:00","1.621","-","2.14"
"2022/04/03","14:06","1.657","-","2.26"
"2022/04/03","14:12","1.69","-","2.26"
"2022/04/03","14:18","1.721","-","2.29"
"2022/04/03","14:24","1.749","-","2.35"
"2022/04/03","14:30","1.775","-","2.33"
"2022/04/03","14:36","1.798","-","2.41"
"2022/04/03","14:42","1.818","-","2.44"
"2022/04/03","14:48","1.834","-","2.45"
"2022/04/03","14:54","1.847","-","2.41"
"2022/04/03","15:00","1.857","-","2.49"
"2022/04/03","15:06","1.864","-","2.5"
"2022/04/03","15:12","1.867","-","2.46"
"2022/04/03","15:18","1.866","-","2.49"
"2022/04/03","15:24","1.862","-","2.5"
"2022/04/03","15:30","1.855","-","2.51"
"2022/04/03","15:36","1.844","-","2.49"
"2022/04/03","15:42","1.83","-","2.49"
"2022/04/03","15:48","1.812","-","2.46"
"2022/04/03","15:54","1.792","-","2.43"
"2022/04/03","16:00","1.769","-","2.47"
"2022/04/03","16:06","1.743","-","2.4"
"2022/04/03","16:12","1.715","-","2.32"
"2022/04/03","16:18","1.685","-","2.36"
"2022/04/03","16:24","1.653","-","2.33"
"2022/04/03","16:30","1.619","-","2.19"
"2022/04/03","16:36","1.584","-","2.2"
"2022/04/03","16:42","1.548","-","2.13"
"2022/04/03","16:48","1.511","-","2.07"
"2022/04/03","16:54","1.474","-","2.08"
"2022/04/03","17:00","1.436","-","1.98"
"2022/04/03","17:06","1.398","-","1.9"
"2022/04/03","17:12","1.36","-","1.92"
"2022/04/03","17:18","1.323","-","1.9"
"2022/04/03","17:24","1.286","-","1.8"
"2022/04/03","17:30","1.249","-","1.75"
"2022/04/03","17:36","1.213","-","1.71"
"2022/04/03","17:42","1.178","-","1.74"
"2022/04/03","17:48","1.143","-","1.67"
"2022/04/03","17:54","1.109","-","1.61"
"2022/04/03","18:00","1.076","-","1.63"
"2022/04/03","18:06","1.043","-","1.57"
"2022/04/03","18:12","1.011","-","1.58"
"2022/04/03","18:18","0.98","-","1.52"
"2022/04/03","18:24","0.949","-","1.44"
"2022/04/03","18:30","0.919","-","1.5"
"2022/04/03","18:36","0.889","-","1.49"
"2022/04/03","18:42","0.859","-","1.4"
"2022/04/03","18:48","0.829","-","1.4"
"2022/04/03","18:54","0.8","-","1.42"
"2022/04/03","19:00","0.77","-","1.4"
"2022/04/03","19:06","0.741","-","1.39"
"2022/04/03","19:12","0.711","-","1.32"
"2022/04/03","19:18","0.681","-","1.29"
"2022/04/03","19:24","0.651","-","1.3"
"2022/04/03","19:30","0.621","-","1.26"
"2022/04/03","19:36","0.592","-","1.28"
"2022/04/03","19:42","0.562","-","1.26"
"2022/04/03","19:48","0.532","-","1.18"
"2022/04/03","19:54","0.503","-","1.22"
"2022/04/03","20:00","0.473","-","1.18"
"2022/04/03","20:06","0.445","-","1.11"
"2022/04/03","20:12","0.417","-","1.08"
"2022/04/03","20:18","0.39","-","1.11"
"2022/04/03","20:24","0.364","-","1.01"
"2022/04/03","20:30","0.339","-","1.01"
"2022/04/03","20:36","0.316","-","1.01"
"2022/04/03","20:42","0.294","-","1"
"2022/04/03","20:48","0.274","-","0.9"
"2022/04/03","20:54","0.256","-","0.93"
"2022/04/03","21:00","0.241","-","0.94"
"2022/04/03","21:06","0.227","-","0.84"
"2022/04/03","21:12","0.216","-","0.88"
"2022/04/03","21:18","0.208","-","0.92"
"2022/04/03","21:24","0.202","-","0.88"
"2022/04/03","21:30","0.2","-","0.91"
"2022/04/03","21:36","0.2","-","0.93"
"2022/04/03","21:42","0.204","-","0.92"
"2022/04/03","21:48","0.21","-","0.96"
"2022/04/03","21:54","0.22","-","0.97"
"2022/04/03","22:00","0.233","-","0.96"
"2022/04/03","22:06","0.249","-","1.01"
"2022/04/03","22:12","0.268","-","0.99"
"2022/04/03","22:18","0.29","-","1.04"
"2022/04/03","22:24","0.315","-","1.06"
"2022/04/03","22:30","0.344","-","1.12"
"2022/04/03","22:36","0.375","-","1.08"
"2022/04/03","22:42","0.408","-","1.18"
"2022/04/03","22:48","0.445","-","1.19"
"2022/04/03","22:54","0.483","-","1.24"
"2022/04/03","23:00","0.524","-","1.37"
"2022/04/03","23:06","0.568","-","1.32"
"2022/04/03","23:12","0.613","-","1.34"
"2022/04/03","23:18","0.659","-","1.47"
"2022/04/03","23:24","0.708","-","1.55"
"2022/04/03","23:30","0.757","-","1.51"
"2022/04/03","23:36","0.808","-","1.65"
"2022/04/03","23:42","0.86","-","1.67"
"2022/04/03","23:48","0.912","-","1.66"
"2022/04/03","23:54","0.965","-","1.76"
"2022/04/04","00:00","1.019","-","1.87"
"2022/04/04","00:06","1.073","-","1.79"
"2022/04/04","00:12","1.127","-","1.85"
"2022/04/04","00:18","1.181","-","2.01"
"2022/04/04","00:24","1.235","-","2"
"2022/04/04","00:30","1.289","-","1.98"
"2022/04/04","00:36","1.343","-","2.13"
"2022/04/04","00:42","1.396","-","2.13"
"2022/04/04","00:48","1.449","-","2.15"
"2022/04/04","00:54","1.501","-","2.26"
"2022/04/04","01:00","1.553","-","2.33"
"2022/04/04","01:06","1.604","-","2.3"
"2022/04/04","01:12","1.654","-","2.41"
"2022/04/04","01:18","1.703","-","2.44"
"2022/04/04","01:24","1.752","-","2.44"
"2022/04/04","01:30","1.799","-","2.51"
"2022/04/04","01:36","1.846","-","2.61"
"2022/04/04","01:42","1.892","-","2.62"
"2022/04/04","01:48","1.936","-","2.64"
"2022/04/04","01:54","1.979","-","2.62"
"2022/04/04","02:00","2.021","-","2.7"
"2022/04/04","02:06","2.062","-","2.77"
"2022/04/04","02:12","2.101","-","2.77"
"2022/04/04","02:18","2.138","-","2.83"
"2022/04/04","02:24","2.173","-","2.87"
"2022/04/04","02:30","2.206","-","2.95"
"2022/04/04","02:36","2.238","-","2.97"
"2022/04/04","02:42","2.266","-","3.01"
"2022/04/04","02:48","2.293","-","3.05"
"2022/04/04","02:54","2.316","-","3.1"
"2022/04/04","03:00","2.337","-","3.13"
"2022/04/04","03:06","2.355","-","3.16"
"2022/04/04","03:12","2.369","-","3.15"
"2022/04/04","03:18","2.381","-","3.19"
"2022/04/04","03:24","2.389","-","3.18"
"2022/04/04","03:30","2.393","-","3.16"
"2022/04/04","03:36","2.394","-","3.18"
"2022/04/04","03:42","2.392","-","3.22"
"2022/04/04","03:48","2.386","-","3.15"
"2022/04/04","03:54","2.376","-","3.14"
"2022/04/04","04:00","2.362","-","3.15"
"2022/04/04","04:06","2.346","-","3.14"
"2022/04/04","04:12","2.326","-","3.11"
"2022/04/04","04:18","2.302","-","3.09"
"2022/04/04","04:24","2.276","-","3.07"
"2022/04/04","04:30","2.247","-","3.07"
"2022/04/04","04:36","2.215","-","3"
"2022/04/04","04:42","2.18","-","2.9"
"2022/04/04","04:48","2.143","-","2.86"
"2022/04/04","04:54","2.104","-","2.87"
"2022/04/04","05:00","2.064","-","2.82"
"2022/04/04","05:06","2.022","-","2.69"
"2022/04/04","05:12","1.978","-","2.65"
"2022/04/04","05:18","1.934","-","2.63"
"2022/04/04","05:24","1.888","-","2.6"
"2022/04/04","05:30","1.842","-","2.49"
"2022/04/04","05:36","1.796","-","2.46"
"2022/04/04","05:42","1.749","-","2.45"
"2022/04/04","05:48","1.702","-","2.41"
"2022/04/04","05:54","1.655","-","2.33"
"2022/04/04","06:00","1.608","-","2.29"
"2022/04/04","06:06","1.562","-","2.25"
"2022/04/04","06:12","1.515","-","2.2"
"2022/04/04","06:18","1.469","-","2.16"
"2022/04/04","06:24","1.423","-","2.07"
"2022/04/04","06:30","1.377","-","2.04"
"2022/04/04","06:36","1.331","-","1.99"
"2022/04/04","06:42","1.285","-","1.93"
"2022/04/04","06:48","1.24","-","1.88"
"2022/04/04","06:54","1.195","-","1.82"
"2022/04/04","07:00","1.149","-","1.82"
"2022/04/04","07:06","1.104","-","1.73"
"2022/04/04","07:12","1.058","-","1.69"
"2022/04/04","07:18","1.012","-","1.61"
"2022/04/04","07:24","0.966","-","1.55"
"2022/04/04","07:30","0.92","-","1.52"
"2022/04/04","07:36","0.874","-","1.5"
"2022/04/04","07:42","0.827","-","1.43"
"2022/04/04","07:48","0.78","-","1.37"
"2022/04/04","07:54","0.733","-","1.31"
"2022/04/04","08:00","0.686","-","1.28"
"2022/04/04","08:06","0.639","-","1.22"
"2022/04/04","08:12","0.592","-","1.19"
"2022/04/04","08:18","0.546","-","1.14"
"2022/04/04","08:24","0.499","-","1.04"
"2022/04/04","08:30","0.453","-","1.07"
"2022/04/04","08:36","0.408","-","1.02"
"2022/04/04","08:42","0.364","-","0.95"
"2022/04/04","08:48","0.321","-","0.91"
"2022/04/04","08:54","0.28","-","0.83"
"2022/04/04","09:00","0.239","-","0.76"
"2022/04/04","09:06","0.201","-","0.78"
"2022/04/04","09:12","0.164","-","0.68"
"2022/04/04","09:18","0.13","-","0.62"
"2022/04/04","09:24","0.097","-","0.58"
"2022/04/04","09:30","0.068","-","0.54"
"2022/04/04","09:36","0.041","-","0.54"
"2022/04/04","09:42","0.016","-","0.54"
"2022/04/04","09:48","-0.005","-","0.46"
"2022/04/04","09:54","-0.023","-","0.41"
"2022/04/04","10:00","-0.038","-","0.42"
"2022/04/04","10:06","-0.05","-","0.41"
"2022/04/04","10:12","-0.058","-","0.34"
"2022/04/04","10:18","-0.063","-","0.33"
"2022/04/04","10:24","-0.065","-","0.34"
"2022/04/04","10:30","-0.063","-","0.34"
"2022/04/04","10:36","-0.058","-","0.34"
"2022/04/04","10:42","-0.049","-","0.31"
"2022/04/04","10:48","-0.037","-","0.33"
"2022/04/04","10:54","-0.022","-","0.3"
"2022/04/04","11:00","-0.004","-","0.33"
"2022/04/04","11:06","0.018","-","0.35"
"2022/04/04","11:12","0.042","-","0.33"
"2022/04/04","11:18","0.069","-","0.39"
"2022/04/04","11:24","0.099","-","0.44"
"2022/04/04","11:30","0.131","-","0.47"
"2022/04/04","11:36","0.165","-","0.45"
"2022/04/04","11:42","0.202","-","0.54"
"2022/04/04","11:48","0.24","-","0.6"
"2022/04/04","11:54","0.28","-","0.62"
"2022/04/04","12:00","0.322","-","0.7"
"2022/04/04","12:06","0.365","-","0.82"
"2022/04/04","12:12","0.409","-","0.79"
"2022/04/04","12:18","0.454","-","0.84"
"2022/04/04","12:24","0.5","-","0.91"
"2022/04/04","12:30","0.547","-","0.98"
"2022/04/04","12:36","0.593","-","1.04"
"2022/04/04","12:42","0.641","-","1.09"
"2022/04/04","12:48","0.688","-","1.18"
"2022/04/04","12:54","0.736","-","1.17"
"2022/04/04","13:00","0.783","-","1.23"
"2022/04/04","13:06","0.831","-","1.33"
"2022/04/04","13:12","0.878","-","1.35"
"2022/04/04","13:18","0.924","-","1.41"
"2022/04/04","13:24","0.971","-","1.46"
"2022/04/04","13:30","1.016","-","1.55"
"2022/04/04","13:36","1.062","-","1.54"
"2022/04/04","13:42","1.106","-","1.62"
"2022/04/04","13:48","1.15","-","1.62"
"2022/04/04","13:54","1.193","-","1.59"
"2022/04/04","14:00","1.235","-","1.68"
"2022/04/04","14:06","1.277","-","1.73"
"2022/04/04","14:12","1.317","-","1.72"
"2022/04/04","14:18","1.356","-","1.73"
"2022/04/04","14:24","1.395","-","1.77"
"2022/04/04","14:30","1.431","-","1.81"
"2022/04/04","14:36","1.467","-","1.82"
"2022/04/04","14:42","1.501","-","1.85"
"2022/04/04","14:48","1.533","-","1.82"
"2022/04/04","14:54","1.564","-","1.86"
"2022/04/04","15:00","1.592","-","1.92"
"2022/04/04","15:06","1.619","-","1.96"
"2022/04/04","15:12","1.643","-","1.92"
"2022/04/04","15:18","1.665","-","1.93"
"2022/04/04","15:24","1.685","-","2"
"2022/04/04","15:30","1.701","-","2.01"
"2022/04/04","15:36","1.715","-","1.94"
"2022/04/04","15:42","1.727","-","1.99"
"2022/04/04","15:48","1.735","-","1.99"
"2022/04/04","15:54","1.74","-","2.03"
"2022/04/04","16:00","1.742","-","2.02"
"2022/04/04","16:06","1.74","-","2.02"
"2022/04/04","16:12","1.736","-","2.02"
"2022/04/04","16:18","1.728","-","1.98"
"2022/04/04","16:24","1.718","-","2"
"2022/04/04","16:30","1.704","-","2.03"
"2022/04/04","16:36","1.687","-","1.98"
"2022/04/04","16:42","1.668","-","1.95"
"2022/04/04","16:48","1.646","-","2.01"
"2022/04/04","16:54","1.622","-","1.96"
"2022/04/04","17:00","1.595","-","1.91"
"2022/04/04","17:06","1.567","-","1.91"
"2022/04/04","17:12","1.537","-","1.86"
"2022/04/04","17:18","1.505","-","1.8"
"2022/04/04","17:24","1.472","-","1.8"
"2022/04/04","17:30","1.438","-","1.74"
"2022/04/04","17:36","1.403","-","1.7"
"2022/04/04","17:42","1.368","-","1.66"
"2022/04/04","17:48","1.333","-","1.64"
"2022/04/04","17:54","1.297","-","1.59"
"2022/04/04","18:00","1.262","-","1.58"
"2022/04/04","18:06","1.227","-","1.54"
"2022/04/04","18:12","1.192","-","1.54"
"2022/04/04","18:18","1.159","-","1.45"
"2022/04/04","18:24","1.125","-","1.41"
"2022/04/04","18:30","1.093","-","1.37"
"2022/04/04","18:36","1.062","-","1.34"
"2022/04/04","18:42","1.031","-","1.31"
"2022/04/04","18:48","1.002","-","1.31"
"2022/04/04","18:54","0.973","-","1.25"
"2022/04/04","19:00","0.946","-","1.18"
"2022/04/04","19:06","0.919","-","1.19"
"2022/04/04","19:12","0.893","-","1.21"
"2022/04/04","19:18","0.868","-","1.16"
"2022/04/04","19:24","0.843","-","1.14"
"2022/04/04","19:30","0.819","-","1.12"
"2022/04/04","19:36","0.795","-","1.12"
"2022/04/04","19:42","0.772","-","1.09"
"2022/04/04","19:48","0.75","-","1.12"
"2022/04/04","19:54","0.727","-","1.05"
"2022/04/04","20:00","0.705","-","0.98"
"2022/04/04","20:06","0.684","-","1.03"
"2022/04/04","20:12","0.662","-","1.01"
"2022/04/04","20:18","0.64","-","0.97"
"2022/04/04","20:24","0.619","-","0.93"
"2022/04/04","20:30","0.598","-","0.91"
"2022/04/04","20:36","0.578","-","0.86"
"2022/04/04","20:42","0.557","-","0.85"
"2022/04/04","20:48","0.537","-","0.81"
"2022/04/04","20:54","0.518","-","0.8"
"2022/04/04","21:00","0.499","-","0.82"
"2022/04/04","21:06","0.481","-","0.79"
"2022/04/04","21:12","0.464","-","0.79"
"2022/04/04","21:18","0.448","-","0.78"
"2022/04/04","21:24","0.433","-","0.76"
"2022/04/04","21:30","0.419","-","0.8"
"2022/04/04","21:36","0.407","-","0.75"
"2022/04/04","21:42","0.397","-","0.75"
"2022/04/04","21:48","0.388","-","0.74"
"2022/04/04","21:54","0.381","-","0.79"
"2022/04/04","22:00","0.376","-","0.76"
"2022/04/04","22:06","0.373","-","0.7"
"2022/04/04","22:12","0.372","-","0.75"
"2022/04/04","22:18","0.374","-","0.76"
"2022/04/04","22:24","0.378","-","0.76"
"2022/04/04","22:30","0.384","-","0.77"
"2022/04/04","22:36","0.393","-","0.8"
"2022/04/04","22:42","0.404","-","0.77"
"2022/04/04","22:48","0.418","-","0.8"
"2022/04/04","22:54","0.435","-","0.85"
"2022/04/04","23:00","0.454","-","0.87"
"2022/04/04","23:06","0.475","-","0.9"
"2022/04/04","23:12","0.499","-","0.94"
"2022/04/04","23:18","0.526","-","0.97"
"2022/04/04","23:24","0.554","-","0.98"
"2022/04/04","23:30","0.585","-","1.06"
"2022/04/04","23:36","0.618","-","1.11"
"2022/04/04","23:42","0.653","-","1.14"
"2022/04/04","23:48","0.689","-","1.2"
"2022/04/04","23:54","0.727","-","1.23"
"2022/04/05","00:00","0.767","-","1.28"
"2022/04/05","00:06","0.808","-","1.34"
"2022/04/05","00:12","0.851","-","1.35"
"2022/04/05","00:18","0.894","-","1.39"
"2022/04/05","00:24","0.938","-","1.43"
"2022/04/05","00:30","0.983","-","1.48"
"2022/04/05","00:36","1.028","-","1.5"
"2022/04/05","00:42","1.074","-","1.52"
"2022/04/05","00:48","1.12","-","1.56"
"2022/04/05","00:54","1.166","-","1.59"
"2022/04/05","01:00","1.213","-","1.6"
"2022/04/05","01:06","1.258","-","1.65"
"2022/04/05","01:12","1.304","-","1.71"
"2022/04/05","01:18","1.35","-","1.69"
"2022/04/05","01:24","1.395","-","1.77"
"2022/04/05","01:30","1.439","-","1.8"
"2022/04/05","01:36","1.483","-","1.84"
"2022/04/05","01:42","1.526","-","1.89"
"2022/04/05","01:48","1.569","-","1.94"
"2022/04/05","01:54","1.611","-","1.94"
"2022/04/05","02:00","1.652","-","2.01"
"2022/04/05","02:06","1.693","-","2.06"
"2022/04/05","02:12","1.732","-","2.06"
"2022/04/05","02:18","1.771","-","2.08"
"2022/04/05","02:24","1.809","-","2.19"
"2022/04/05","02:30","1.846","-","2.19"
"2022/04/05","02:36","1.883","-","2.21"
"2022/04/05","02:42","1.918","-","2.25"
"2022/04/05","02:48","1.952","-","2.32"
"2022/04/05","02:54","1.985","-","2.31"
"2022/04/05","03:00","2.017","-","2.38"
"2022/04/05","03:06","2.047","-","2.43"
"2022/04/05","03:12","2.076","-","2.43"
"2022/04/05","03:18","2.103","-","2.47"
"2022/04/05","03:24","2.129","-","2.54"
"2022/04/05","03:30","2.153","-","2.56"
"2022/04/05","03:36","2.175","-","2.58"
"2022/04/05","03:42","2.194","-","2.62"
"2022/04/05","03:48","2.211","-","2.66"
"2022/04/05","03:54","2.226","-","2.65"
"2022/04/05","04:00","2.238","-","2.71"
"2022/04/05","04:06","2.248","-","2.73"
"2022/04/05","04:12","2.254","-","2.67"
"2022/04/05","04:18","2.258","-","2.71"
"2022/04/05","04:24","2.258","-","2.73"
"2022/04/05","04:30","2.255","-","2.65"
"2022/04/05","04:36","2.249","-","2.64"
"2022/04/05","04:42","2.24","-","2.66"
"2022/04/05","04:48","2.228","-","2.64"
"2022/04/05","04:54","2.213","-","2.58"
"2022/04/05","05:00","2.194","-","2.59"
"2022/04/05","05:06","2.173","-","2.52"
"2022/04/05","05:12","2.148","-","2.53"
"2022/04/05","05:18","2.121","-","2.5"
"2022/04/05","05:24","2.092","-","2.42"
"2022/04/05","05:30","2.06","-","2.41"
"2022/04/05","05:36","2.025","-","2.35"
"2022/04/05","05:42","1.989","-","2.3"
"2022/04/05","05:48","1.951","-","2.29"
"2022/04/05","05:54","1.912","-","2.2"
"2022/04/05","06:00","1.871","-","2.17"
"2022/04/05","06:06","1.83","-","2.15"
"2022/04/05","06:12","1.787","-","2.1"
"2022/04/05","06:18","1.744","-","2.05"
"2022/04/05","06:24","1.7","-","2.01"
"2022/04/05","06:30","1.657","-","1.98"
"2022/04/05","06:36","1.613","-","1.92"
"2022/04/05","06:42","1.569","-","1.83"
"2022/04/05","06:48","1.525","-","1.82"
"2022/04/05","06:54","1.482","-","1.8"
"2022/04/05","07:00","1.439","-","1.7"
"2022/04/05","07:06","1.396","-","1.67"
"2022/04/05","07:12","1.354","-","1.64"
"2022/04/05","07:18","1.312","-","1.59"
"2022/04/05","07:24","1.271","-","1.55"
"2022/04/05","07:30","1.23","-","1.5"
"2022/04/05","07:36","1.189","-","1.48"
"2022/04/05","07:42","1.149","-","1.43"
"2022/04/05","07:48","1.109","-","1.39"
"2022/04/05","07:54","1.069","-","1.37"
"2022/04/05","08:00","1.029","-","1.31"
"2022/04/05","08:06","0.99","-","1.26"
"2022/04/05","08:12","0.95","-","1.26"
"2022/04/05","08:18","0.911","-","1.2"
"2022/04/05","08:24","0.871","-","1.14"
"2022/04/05","08:30","0.832","-","1.14"
"2022/04/05","08:36","0.792","-","1.11"
"2022/04/05","08:42","0.753","-","1.04"
"2022/04/05","08:48","0.713","-","0.99"
"2022/04/05","08:54","0.673","-","0.99"
"2022/04/05","09:00","0.634","-","0.93"
"2022/04/05","09:06","0.595","-","0.89"
"2022/04/05","09:12","0.556","-","0.89"
"2022/04/05","09:18","0.517","-","0.82"
"2022/04/05","09:24","0.479","-","0.76"
"2022/04/05","09:30","0.442","-","0.72"
"2022/04/05","09:36","0.406","-","0.69"
"2022/04/05","09:42","0.37","-","0.62"
"2022/04/05","09:48","0.336","-","0.6"
"2022/04/05","09:54","0.303","-","0.57"
"2022/04/05","10:00","0.272","-","0.48"
"2022/04/05","10:06","0.242","-","0.48"
"2022/04/05","10:12","0.215","-","0.44"
"2022/04/05","10:18","0.189","-","0.4"
"2022/04/05","10:24","0.165","-","0.37"
"2022/04/05","10:30","0.144","-","0.33"
"2022/04/05","10:36","0.125","-","0.32"
"2022/04/05","10:42","0.109","-","0.34"
"2022/04/05","10:48","0.095","-","0.31"
"2022/04/05","10:54","0.085","-","0.28"
"2022/04/05","11:00","0.077","-","0.29"
"2022/04/05","11:06","0.072","-","0.3"
"2022/04/05","11:12","0.07","-","0.26"
"2022/04/05","11:18","0.071","-","0.27"
"2022/04/05","11:24","0.075","-","0.28"
"2022/04/05","11:30","0.082","-","0.25"
"2022/04/05","11:36","0.092","-","0.31"
"2022/04/05","11:42","0.105","-","0.32"
"2022/04/05","11:48","0.121","-","0.3"
"2022/04/05","11:54","0.139","-","0.32"
"2022/04/05","12:00","0.16","-","0.38"
"2022/04/05","12:06","0.184","-","0.46"
"2022/04/05","12:12","0.21","-","0.47"
"2022/04/05","12:18","0.238","-","0.53"
"2022/04/05","12:24","0.268","-","0.59"
"2022/04/05","12:30","0.3","-","0.61"
"2022/04/05","12:36","0.334","-","0.64"
"2022/04/05","12:42","0.369","-","0.7"
"2022/04/05","12:48","0.405","-","0.74"
"2022/04/05","12:54","0.443","-","0.76"
"2022/04/05","13:00","0.482","-","0.81"
"2022/04/05","13:06","0.521","-","0.84"
"2022/04/05","13:12","0.561","-","0.84"
"2022/04/05","13:18","0.602","-","0.91"
"2022/04/05","13:24","0.643","-","0.94"
"2022/04/05","13:30","0.684","-","1"
"2022/04/05","13:36","0.725","-","1.06"
"2022/04/05","13:42","0.766","-","1.06"
"2022/04/05","13:48","0.807","-","1.14"
"2022/04/05","13:54","0.848","-","1.18"
"2022/04/05","14:00","0.888","-","1.22"
"2022/04/05","14:06","0.928","-","1.28"
"2022/04/05","14:12","0.967","-","1.32"
"2022/04/05","14:18","1.006","-","1.33"
"2022/04/05","14:24","1.044","-","1.41"
"2022/04/05","14:30","1.082","-","1.47"
"2022/04/05","14:36","1.119","-","1.44"
"2022/04/05","14:42","1.155","-","1.49"
"2022/04/05","14:48","1.191","-","1.59"
"2022/04/05","14:54","1.226","-","1.57"
"2022/04/05","15:00","1.26","-","1.57"
"2022/04/05","15:06","1.294","-","1.62"
"2022/04/05","15:12","1.326","-","1.62"
"2022/04/05","15:18","1.357","-","1.67"
"2022/04/05","15:24","1.388","-","1.67"
"2022/04/05","15:30","1.417","-","1.68"
"2022/04/05","15:36","1.445","-","1.71"
"2022/04/05","15:42","1.471","-","1.74"
"2022/04/05","15:48","1.496","-","1.78"
"2022/04/05","15:54","1.519","-","1.74"
"2022/04/05","16:00","1.541","-","1.8"
"2022/04/05","16:06","1.561","-","1.81"
"2022/04/05","16:12","1.578","-","1.81"
"2022/04/05","16:18","1.593","-","1.79"
"2022/04/05","16:24","1.606","-","1.83"
"2022/04/05","16:30","1.617","-","1.87"
"2022/04/05","16:36","1.625","-","1.84"
